title_id,title_name,description,title_page_url
10386,Kidari Isai Vizha,"Be a part of Kidari's music launch and watch the cast, led by Sasikumar, spill beans from the sets of the film and talk about their experiences.",https://www.hotstar.com/in/shows/kidari-isai-vizha/10386
1260016957,Art Attack (India),Art Attack is a unique and inspirational arts and craft show designed to spark imagination and creativity among kids.,https://www.hotstar.com/in/shows/art-attack/1260016957
1260147626,Star Night With Maveli,Get set for some fun-filled festive celebrations with your beloved stars. Ponnonaashamsagal!,https://www.hotstar.com/in/shows/star-night-with-maveli/1260147626
1260005519,Super Singer Junior,"Young musical prodigies of Bengal are ready for the biggest musical battle of the year, with judges Kumar Sanu, Jeet Gannguli and Kaushiki Chakraborty!",https://www.hotstar.com/in/shows/super-singer-junior/1260005519
1586,Parasparam,"A loving husband and a self-made man, Sooraj helps his ambitious wife Deepthi achieve her dreams.",https://www.hotstar.com/in/shows/parasparam/1586
2243,Tu Mera Hero,"Lazy, affable Titu’s charm sweeps Panchi, the girl-next door off her feet. Watch them go on this joy ride as they follow different dreams.",https://www.hotstar.com/in/shows/tu-mera-hero/2243
1260000775,Njan Varathan,Join Fahadh Faasil and Sharafudheen in this casual chat as they discuss about the recently released Malayalam film Varathan.,https://www.hotstar.com/in/shows/njan-varathan/1260000775
17343,Enkitta Modhaadhe,"Hosted by Dhivyadharshini, our very own DD, this is a fun-filled game show in which Vijay TV families visit as participants to raise the entertainment quotient.",https://www.hotstar.com/in/shows/enkitta-modhaadhe/17343
4177,Yek Number,Deva and Veda are stark opposites; more like 'frenemies'. Be a part of their struggle in fulfilling their dreams to become 'Yek number'!,https://www.hotstar.com/in/shows/yek-number/4177
9638,Suprabhatham,Suprabhatham is a Telugu reality show on Maa TV in which Swami Chinna Jeeyar gives a spiritual discourse.,https://www.hotstar.com/in/shows/suprabhatham/9638
10915,Mem Bou,"Carol, a young woman of foreign origin comes to India in search of her roots. Sparks fly when she meets Kaustav, who is an orthodox Bengali.",https://www.hotstar.com/in/shows/mem-bou/10915
1260091270,Marvel's Iron Fist,"Presumed dead for nearly two decades, Danny Rand returns home to New York but finds himself confronted by both the demons of his past and those within himself.",https://www.hotstar.com/in/shows/marvel-s-iron-fist/1260091270
9789,Raashi Phalalu,Prominent astrologers present horoscopes for the week. Find out what's in store for you.,https://www.hotstar.com/in/shows/raashi-phalalu/9789
6988,Asianet Christmas Specials,Ho ho ho! 'Tis the season to be jolly! Celebrate Christmas with the big- and small-screen stars of Malayalam entertainment industry.,https://www.hotstar.com/in/shows/christmas-specials/6988
568,Be Dune Daha,"Follow the bitter-sweet rollercoaster of a journey of two single parents Vibhawari and Swanand, who get married for the benefit of their kids.",https://www.hotstar.com/in/shows/be-dune-daha/568
1260149185,MY3,"A rich entrepreneur struggling with an allergy to human touch finds a solution in a robot. But when it crashes before delivery, a 'real' replacement is sent.",https://www.hotstar.com/in/shows/my3/1260149185
14608,Total Kabaddi Auction Special 2017 Hindi,Experts critically analyse the performance of the teams at the recent Kabaddi Auction 2017,https://www.hotstar.com/in/shows/total-kabaddi-auction-special-hindi/14608
1271270329,GI TAG Crafts of Bharat,"Discover GI Tag’s impact on Indian artisans in five captivating takes of tradition, uniqueness and heritage of our crafts and history.",https://www.hotstar.com/in/shows/gi-tag-crafts-of-bharat/1271270329
18210,Kbd Superhits 2018 -  KMD,Watch streaming of Kabaddi Superhits 2018 on hotstar,https://www.hotstar.com/in/shows/kbd-superhits-2018-kmd/18210
1271304797,Bou Kotha Kao,Circumstances force city-based Nikhil to marry naive countryside girl Mouri. But this marriage of convenience leads the duo on the journey to true love. ,https://www.hotstar.com/in/shows/bou-kotha-kao/1271304797
2757,Khushi,"Sweet, chirpy Rajani and stern, rigid Vishnu have a love-hate relationship. After their marriage, Rajani realises that the family has a lot of secrets.",https://www.hotstar.com/in/shows/khushi/2757
16382,Sketchinte Thrillil Vikramum Tamannayum,"Sketchinte Thrillil Vikramum Tamannayum is a Malayalam talk show on Asianet. The dashing duo of Vikram and Tamannaah share their experience and expectations from the recently released Tamil film, Sketch. Watch the full episode of Sketchinte Thrillil Vikramum Tamannayum online, streaming on Hotstar.",https://www.hotstar.com/in/shows/sketchinte-thrillil/16382
1260060763,Nam Maduve - Krishana Na Marriage Story,"Celebrate the joyous moment, as lovebirds Darling Krishna and Milana Nagaraj tie the knot in conventional Kannadiga style.",https://www.hotstar.com/in/shows/nam-maduve/1260060763
1785,Kitchen Super Star,"For the first time on Tamil television, witness a culinary battle, where famous people fight it out, putting their best feast forward!",https://www.hotstar.com/in/shows/kitchen-super-star/1785
1260129582,Dear Ishq,"Famous author Abhimanyu gets swept up in a cutthroat challenge with Asmita, for whom life is beyond paperback fiction. In the face of rivalry, will love bloom?",https://www.hotstar.com/in/shows/dear-ishq/1260129582
1260040469,Avarodoppam Aliyum Achayanum,Celebrate Onam with small screen stars as Kailash and Sudheer Karamana make the festivities even more special.,https://www.hotstar.com/in/shows/avarodoppam-aliyum-achayanum/1260040469
1260005109,Aramane Gili,A village girl is forced to marry a wheelchair-bound rich guy. Will she be able to break free from this opulent cage to fulfil her aspirations in life?,https://www.hotstar.com/in/shows/aramane-gili/1260005109
1260015264,Jungle Junction,Deep in the heart of a distant jungle lives a colourful company of animals that have wheels instead of feet.,https://www.hotstar.com/in/shows/jungle-junction/1260015264
5515,Maa Talkies,"Maa Talkies is a Telugu talk show aired on Maa TV. It is a lighthearted talk show, which has Raasi, Dhanraj, Venu, Ravikiran and Rohini interact with film celebrities in their own, crazy way! Watch Maa Talkies full show online on Hotstar.",https://www.hotstar.com/in/shows/maa-talkies/5515
1260116931,Fleishman Is In Trouble,"Left with his two kids after a divorce, 41-year-old Toby Fleishman must learn how to juggle parenting, the world of app-based dating and his career.",https://www.hotstar.com/in/shows/fleishman-is-in-trouble/1260116931
1260051450,Chandranandini,"When Emperor Chandragupta marries Nandini, the daughter of his arch-rival of the Nanda dynasty, a seemingly impossible love story begins.",https://www.hotstar.com/in/shows/chandranandini/1260051450
