title_id,name,description,type,entitlements,release_year,primary_genre,secondary_genre,maturity_rating,backdrop_path,url
amzn1.dv.gti.918cb6ed-2466-4986-b2f3-01d74770daa8,Season 02,A street-smart young woman becomes nanny to the children of a wealthy widower.,TV Show,['prime'],1995,Comedy,,U/A 13+,"https://m.media-amazon.com/images/S/pv-target-images/d08e359fe1fa59051d7c7abd8fbf0e94eed4b143423df581a5a85b7897860d73._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0NRTFNKPUIKKN4IQWOTWR3IUNC/ref=atv_br_def_r_br_c_unkc_1_194
amzn1.dv.gti.dcac5779-db95-4c49-72ff-9d300b222b6d,The Girlfriend Experience - Season 1: Christine,"Christine Reade (Riley Keough) is a second year student at Chicago-Burnham Law School and a new intern at a prestigious firm.  Working hard to establish herself at the firm, her focus quickly shifts when a classmate introduces her to the world of transactional relationships. Known as GFEs, they are women who provide “The Girlfriend Experience”.",TV Show,[],2016,Drama,,A,"https://m.media-amazon.com/images/S/pv-target-images/a0d4e797786ef12b49ecfd39616732eb4104f5099f3fa4c0cb5c56b8ec031e68._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0S7XE0C1IHZO7024BK0OTN9B3H/ref=atv_br_def_r_br_c_unkc_1_195
amzn1.dv.gti.1255eb08-5d63-4281-94cf-cfc29da1fcd1,The Grand Tour – Season 5,"Jeremy, Richard and James head to Central Europe on a road trip nobody has ever thought of, in cars nobody would ever dream of. This epic 1400-mile journey takes them from Gdańsk in Poland, through Slovakia, Hungary and Slovenia. They sample some Soviet style Formula 1, are attacked by deadly archers, recruit a famous racing driver and take part in a spectacular Fast and Furious climax.",TV Show,['prime'],2023,Comedy,"['Talk Show and Variety', 'Sports']",U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/2caec94dd16f9ef328dd6ff0adf0980e7db9050f8fbb163b5cbc8a8d0bea09fa._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0G8ORLY8SE4P5PX731P8BTGSEP/ref=atv_br_def_r_br_c_unkc_1_196
amzn1.dv.gti.c4b77d79-a475-1cb1-df12-33a745dbf7c3,James May: Our Man In Japan,"James May embarks on a remarkable journey across Japan, from its icy north to its balmy south. He’ll see the sights, meet the locals, and eat the noodles in a bid to truly understand the Land of the Rising Sun.",TV Show,['prime'],2020,Comedy,"['Documentary', 'Adventure']",U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/09280bd321d63475ccc1e2927010a89f01e5ab529a2746179e65455a39463a12._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0QSVAQPPPLDBOEXSCPTU1GIGG3/ref=atv_br_def_r_br_c_unkc_1_197
amzn1.dv.gti.a86826cf-68c3-4f59-ad1b-1465da9e74a4,May I Help You S1,"Baek Dong-Joo, a funeral director who has a supernatural power that she can talk to the dead, and Kim Jib-Sa, an employee of the errand company ‘Ildangbaek.’ These two get entangled in a life-and-death situation with each other after a request from the dead.",TV Show,['prime'],2022,Drama,,U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/2e930ecf141c7e6ffb5d6c954e2f26873a3fd5778c656325bd54a233ca642fdb._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0P4J6K6BYYQPBYSRPMDE8MLL7O/ref=atv_br_def_r_br_c_unkc_1_198
amzn1.dv.gti.a8669714-c440-49b5-bde9-c115a3965425,Zarna Garg: One in a Billion,"Zarna Garg's taking the comedy world by storm with her unapologetically Indian-Immigrant-mom perspective. Follow her hot takes on matchmaking, entitled kids, clueless husbands, mean aunties, and tyrannical mother-in-laws!",TV Show,['prime'],2023,Comedy,,A,"https://m.media-amazon.com/images/S/pv-target-images/a2bebba2f2a17c2a319677b31c1c215386066d231b1fcebf988f0a6dfbfdbb0d._UR1920,1080_UX667_UY375_.png",https://www.primevideo.com/detail/0P4IPPO3W2CM6UL9KUD6CDB0H1/ref=atv_br_def_r_br_c_unkc_1_199
amzn1.dv.gti.bebbee22-ac44-35bc-e9c5-c19b294ab73e,THEM: Season 1,"THEM is a limited anthology series that explores terror in America. The first season, 1950s-set COVENANT centers around a Black family who move from North Carolina to an all-white Los Angeles neighborhood during the period known as The Great Migration. The family’s idyllic home becomes ground zero where malevolent forces, next door and otherworldly, threaten to taunt, ravage and destroy them.",TV Show,['prime'],2021,Suspense,"['Drama', 'Horror']",A,"https://m.media-amazon.com/images/S/pv-target-images/b18daf9a681e50eee0cc669fe7e9bb4093b67b4a7a73b170bc2c7b715b998cfd._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0QG49RD8NK3CHUYPMBRUXPR0AM/ref=atv_br_def_r_br_c_unkc_1_200
amzn1.dv.gti.a2b1563a-2279-235e-ce00-fa8a8b03fcbc,Diablo Guardian - Season 1,"Violetta is bored with her life in Mexico, so she runs away to NY with a bag full of money. Pig is a writer obsessed with finding a story worth telling. Violetta will make him her guardian devil, her Diablo Guardian. She will cross every boundary, ignore the consequences and cash in on her body, until she finds herself trapped by Nefas. Violetta will try to escape and reclaim her freedom.",TV Show,['prime'],2018,Drama,['Action'],A,"https://m.media-amazon.com/images/S/pv-target-images/8ff7c45a04ee46a336f4ed03dfec208c1625a708c11eddcdec684694f01d699e._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0OSCRBAYNZCA6ES7I5HFCZPFB0/ref=atv_br_def_r_br_c_unkc_1_201
amzn1.dv.gti.3b3e1f47-d5a4-498d-aec3-f8809740b3e7,Season 6,"Nick Gehlfuss, Yaya DaCosta and Torrey DeVitto reprise their roles as the sixth season of `Chicago Med' sees the medical staff take on the Covid-19 pandemic. April and Dr Choi head up the Covid unit, and quickly find the virus taking a heavy toll.",TV Show,['prime'],2021,Drama,,U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/f008b9cb73face023498b214f102ddfbc0d4ee9f1c4e5460a7d03d057d847a68._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0INVEXLK7VWENN8DFOJ6GPYK87/ref=atv_br_def_r_br_c_unkc_1_202
amzn1.dv.gti.eeb91a5a-839b-6d00-048e-fbf2cc9490c8,The Great - Season 1,"A satirical, comedic drama about the rise of Catherine the Great as she outwits her husband to take crown and country.",TV Show,['prime'],2020,Historical,"['Drama', 'Comedy']",A,"https://m.media-amazon.com/images/S/pv-target-images/e9820ef20f118df498084668335991d52ac1dfddfe54217d35f6b632666512ab._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0TAEAD4JQBEEGYPOUH4JMXHLMW/ref=atv_br_def_r_br_c_unkc_1_203
